"ordinal_date","growth_percent"
1,0.999909302110187
2,0.999909412914474
3,0.99990896969993
4,0.999380329312361
5,0.999612885076231
6,0.999904759502581
7,0.999905756599541
8,0.999906532142824
9,0.99990708611496
10,0.999907529300304
11,0.999907861693785
12,0.999908194091115
13,0.999908415691481
14,0.999908748095256
15,0.99990896969993
16,0.999909191306334
17,0.999909412914474
18,0.999909634524351
19,0.999909856135972
20,0.999910077749339
21,0.999910299364456
22,0.999910520981329
23,0.99991074259996
24,0.999766720602157
25,0.998539077925315
26,0.998885151465745
27,0.999996374418925
28,0.999975559902238
29,0.999205258978433
30,0.999421393020944
31,0.999992585337102
32,0.999976116218304
33,0.999939902711469
34,0.999951445123666
35,0.99994900280422
36,0.999947448792504
37,0.999946449861204
38,0.999804386305569
39,0.999961662860919
40,0.999956219874525
41,0.999925817041904
42,0.999948225780117
43,0.999947337797221
44,0.999946893823401
45,0.999946671840855
46,0.999946560850668
47,0.999835076263125
48,0.999967219411692
49,0.999960551862743
50,0.999956219874525
51,0.999953443669659
52,0.999951667171456
53,0.999950445947649
54,0.999826926640741
55,0.999978787107031
56,0.999969109280346
57,0.999962773958996
58,0.999958663387376
59,0.9999559977584
60,0.999954331997568
61,0.999797390592304
62,0.999989739354408
63,0.999977562828846
64,0.99996966519108
65,0.99996444079988
66,0.999960996250206
67,0.999958774466621
68,0.999957108374281
69,0.999956553055295
70,0.9999559977584
71,0.999943342443615
72,0.999960107490822
73,0.99995855230906
74,0.999957552645563
75,0.999956886244018
76,0.999956553055295
77,0.999951334100961
78,0.999958885546795
79,0.999726680610994
80,0.99999818901936
81,0.99998658369593
82,0.999978898415617
83,0.999973891184231
84,0.999970665910027
85,0.999968553400498
86,0.999967219411692
87,0.999966441329484
88,0.999965885590711
89,0.999965441019879
90,0.999965552160919
91,0.999965552160919
92,0.999965552160919
93,0.999498314900917
94,0.999999612378213
95,0.999994316817979
96,0.99999084393664
97,0.999988590527121
98,0.999987141050828
99,0.999986249317104
100,0.999985580633338
101,0.99998524632725
102,0.999985023469413
103,0.999984912044304
104,0.999984800621709
105,0.999959218792924
106,0.999994059797536
107,0.999991089452838
108,0.999989159317529
109,0.999987921472309
110,0.999987141050828
111,0.99998658369593
112,0.999986249317104
113,0.999986137863041
114,0.999986026411715
115,0.999986026411715
116,0.999983352348774
117,0.999987475498956
118,0.999987029574051
119,0.999986806629241
120,0.99998669516116
121,0.99998658369593
122,0.99998658369593
123,0.99998658369593
124,0.999985580633338
125,0.999987141050828
126,0.999987586987685
127,0.999987029574051
128,0.306006552919347
129,0.39763042310228
130,0.171439887182593
131,0.99786977373259
132,0.977786314782334
133,0.696640602563627
134,0.950753311103247
135,0.948146656399781
136,0.73035523945163
137,0.935226054503237
138,0.947000874587794
139,0.943399655525738
140,0.941226787280725
141,0.914497130293874
142,0.940176850878215
143,0.300172112183289
144,0.206856964010634
145,0.278972371220706
146,0.361251439681106
147,0.447379293700185
148,0.52983418885847
149,0.177267209269701
150,0.24817085256463
151,0.979869834574128
152,0.922410434131215
153,0.888929435108854
154,0.868820927826174
155,0.856612479472318
156,0.849260212607497
157,0.844923639959873
158,0.842510639257163
159,0.841359174459761
160,0.247866991733382
161,0.997059929658886
162,0.9722091935158
163,0.956959453933137
164,0.94751192753363
165,0.941669788526242
166,0.938100417615296
167,0.935997194411306
168,0.934848091394517
169,0.934318709349765
170,0.93419167308575
171,0.934335776615431
172,0.934670613633317
173,0.935118711581061
174,0.935657580404922
175,0.936246595552358
176,0.936862112942411
177,0.937487052353739
178,0.938122407015468
179,0.93876438905868
180,0.75984593668494
181,0.97796453048588
182,0.966139629815807
183,0.958910781178089
184,0.954522658033396
185,0.951932115693291
186,0.950512607298431
187,0.949845188993548
188,0.949628485904765
189,0.949683387459457
190,0.949925620581337
191,0.950305407931811
192,0.950764121160224
193,0.606517716975627
194,0.99860132442664
195,0.987849208946699
196,0.981242107657503
197,0.977199006864822
198,0.974767199677633
199,0.973351211023412
200,0.972587147661954
201,0.972240077322055
202,0.972158754414528
203,0.972242136316038
204,0.972420274108338
205,0.972663393961459
206,0.972939634838153
207,0.973245961063424
208,0.973565912962238
209,0.973888153712042
210,0.974213721956907
211,0.974547797990615
212,0.974880046023061
213,0.975209425852335
214,0.975536968129678
215,0.975859555972233
216,0.976171987187774
217,0.976479436073544
218,0.713446592734655
219,0.819880146727612
220,0.99923068621302
221,0.994312188201625
222,0.794168987640507
223,0.649802586919838
224,0.999907640097704
225,0.987175246140027
226,0.993894533465876
227,0.994183557149641
228,0.994391941125519
229,0.994549763482241
230,0.994674941090787
231,0.994779467222849
232,0.994866575915406
233,0.994942758033887
234,0.995011909406483
235,0.995076845060323
236,0.911381367888632
237,0.99964298873496
238,0.998152899347747
239,0.997226989605449
240,0.996657673438128
241,0.996314952198073
242,0.99611626371905
243,0.996008428728699
244,0.995958109519997
245,0.995944090942823
246,0.995952458555454
247,0.995973758804922
248,0.996002994351603
249,0.996038319265355
250,0.996077561152312
251,0.996118873031087
252,0.996158667395894
253,0.996197596226107
254,0.996237181855749
255,0.996276880666401
256,0.996316692708955
257,0.996356835624051
258,0.993882211654852
259,0.996006581031313
260,0.996183785791839
261,0.996307011225999
262,0.996397418345798
263,0.996466735358646
264,0.996523113191206
265,0.996135290388593
266,0.996515385187249
267,0.996583310442911
268,0.996636331900539
269,0.996679342990274
270,0.996716260613517
271,0.996748825490327
272,0.996778888144021
273,0.996779323854227
274,0.996830959484497
275,0.996859504087013
276,0.996885544978153
277,0.996910498188531
278,0.996935344281704
279,0.996959647293856
280,0.996983952080538
281,0.997008040642688
282,0.96605023171822
283,0.999840904566239
284,0.998990946467248
285,0.998449900003458
286,0.870509305191961
287,0.99999084393664
288,0.999705112501167
289,0.99952301109161
290,0.999407413952126
291,0.992571980984741
292,0.999284323659204
293,0.99925252173698
294,0.999234006436155
295,0.999224111924376
296,0.946038826911722
297,0.947008672660144
298,0.999994171541316
299,0.999891578702325
300,0.999826108433564
301,0.999784329706732
302,0.9997578515455
303,0.999741220969932
304,0.999730964038095
305,0.999724936397727
306,0.999721613670341
307,0.999720123456794
308,0.999719836455976
309,0.999720311111746
310,0.999196509276972
311,0.999515432067176
312,0.999583738229824
313,0.999628696621255
314,0.941461717287017
315,0.999999069015159
316,0.999969776376982
317,0.999950778999265
318,0.999938571370443
319,0.999930585169433
320,0.999925484418854
321,0.999922269302769
322,0.999920384777315
323,0.999919165454397
324,0.999918500393932
325,0.999918167870196
326,0.99991805702991
327,0.99991805702991
328,0.999918167870196
329,0.999918389552207
330,0.999918611236137
331,0.999918943765644
332,0.999919165454397
333,0.999919497991162
334,0.999919830532304
335,0.99992016307784
336,0.999920495627789
337,0.999920828182168
338,0.983733059618073
339,0.999998828630232
340,0.999980456929406
341,0.999968442228187
342,0.999960551862743
343,0.999955553536606
344,0.999952222304897
345,0.999950112903026
346,0.999948780793578
347,0.999948003779956
348,0.99994755978852
349,0.999947337797221
350,0.999555943632089
351,0.999825909412163
352,0.999754273322049
353,0.999845572146291
354,0.999876510203319
355,0.999897005425361
356,0.999910520981329
357,0.999902322295128
358,0.99788234385406
359,0.99997377994827
360,0.999960996250206
361,0.99995255539461
362,0.999947115808852
363,0.99994356438393
364,0.998170405886448
365,0.999979566305295
